EBELN,EBELP,MATNR,MAKTX,LIFNR,PROGRAM,CRITICALITY,MENGE,MEINS,NETPR,NETWR,WAERS,EINDT,BEDAT,ACTUAL_DELIVERY,DELAY_DAYS,PAD_ANOMALY,STATUS
45100154,00010,NSN-2641-533377,Flight computer module,100029,SR1-Freedom,Essential,14,EA,2509559.96,35133839.5,USD,2026-01-06,2025-10-28,2026-01-06,0,,Delivered
45100155,00010,NSN-7025-891787,MLI blanket set,100001,Moon-Base,Essential,25,EA,2914171.12,72854278.03,USD,2026-02-26,2025-11-24,2026-02-26,0,,Delivered
45100156,00010,NSN-5408-291663,Ablative TPS tile,100005,Moon-Base,Routine,5,EA,612039.58,3060197.91,USD,2026-07-08,2026-05-15,2026-07-08,0,,Open
45100157,00010,NSN-6121-853258,Titanium thrust bracket,100019,EGS-Ground,Essential,35,EA,1348041.05,47181436.66,USD,2026-09-15,2026-04-21,2026-09-15,0,,Open
45100158,00010,NSN-8372-588461,Cryo valve assembly,100076,EGS-Ground,Routine,21,EA,169316.19,3555639.94,USD,2026-05-10,2026-03-11,2026-05-10,0,,Delivered
45100159,00010,NSN-9361-567122,Combustion chamber liner,100042,Gateway,Routine,12,LOT,525437.71,6305252.54,USD,2026-04-20,2026-03-12,2026-04-20,0,,Delivered
45100160,00010,NSN-3444-574978,Composite interstage panel,100057,Artemis-3,Essential,5,EA,774797.04,3873985.21,USD,2026-06-02,2025-12-25,2026-10-01,121,,Open-Late
45100161,00010,NSN-5835-623125,Ablative TPS tile,100064,Artemis-3,Essential,38,SET,1068449.72,40601089.32,USD,2026-09-13,2026-03-30,2026-09-13,0,,Open
45100162,00010,NSN-8444-772464,Solar array wing,100070,Artemis-3,Essential,20,EA,538521.62,10770432.4,USD,2026-02-17,2025-11-30,2026-02-17,0,,Delivered
45100163,00010,NSN-8581-708519,Telemetry decoder,100017,Moon-Base,Essential,24,SET,781035.03,18744840.64,USD,2026-07-15,2026-02-05,2026-07-15,0,,Open
45100164,00010,NSN-9543-416282,Inertial measurement unit,100030,Gateway,Essential,39,SET,1710735.46,66718682.75,USD,2026-03-23,2026-01-22,2026-03-23,0,,Delivered
45100165,00010,NSN-7240-726410,Rad-hard memory array,100039,SR1-Freedom,Essential,34,EA,1984673.32,67478892.74,USD,2026-10-12,2026-04-21,2026-10-12,0,,Open
45100166,00010,NSN-4115-751051,Heat-pipe radiator panel,100029,SR1-Freedom,Essential,22,SET,940302.58,20686656.67,USD,2026-03-06,2025-12-27,2026-03-06,0,,Delivered
45100167,00010,NSN-6536-722886,Cryo valve assembly,100079,Moon-Base,Routine,15,SET,439217.42,6588261.25,USD,2026-04-08,2026-03-05,2026-04-08,0,,Delivered
45100168,00010,NSN-8451-192337,Inertial measurement unit,100008,EGS-Ground,Essential,32,EA,2572164.85,82309275.07,USD,2025-12-31,2025-10-18,2025-12-31,0,,Delivered
45100169,00010,NSN-3293-888996,Combustion chamber liner,100016,Moon-Base,Critical,6,EA,2279060.61,13674363.65,USD,2026-09-26,2025-11-14,2026-09-26,0,,Open
45100170,00010,NSN-8728-655149,Flight computer module,100064,Moon-Base,Essential,6,EA,1892790.86,11356745.16,USD,2026-05-02,2026-01-18,2026-05-02,0,,Delivered
45100171,00010,NSN-6234-276042,Space-grade DC-DC converter,100054,Artemis-3,Essential,12,EA,554160.93,6649931.16,USD,2026-07-13,2026-03-05,2026-07-13,0,,Open
45100172,00010,NSN-1152-108454,Mobile launcher umbilical,100034,Gateway,Routine,31,SET,54874.95,1701123.43,USD,2025-12-11,2025-10-21,2025-12-11,0,,Delivered
45100173,00010,NSN-6218-384218,Space-grade DC-DC converter,100056,Artemis-3,Critical,28,EA,4390626.1,122937530.68,USD,2026-10-30,2026-02-07,2026-10-30,0,,Open
45100174,00010,NSN-3444-574978,Composite interstage panel,100057,Artemis-3,Essential,2,EA,873551.51,1747103.03,USD,2026-09-20,2026-04-14,2026-09-20,0,,Open
45100175,00010,NSN-8521-565765,Combustion chamber liner,100076,Artemis-3,Routine,35,SET,92023.14,3220809.88,USD,2025-12-17,2025-11-09,2025-12-17,0,,Delivered
45100176,00010,NSN-3018-909652,Inertial measurement unit,100058,SR1-Freedom,Routine,19,EA,404410.49,7683799.23,USD,2026-01-20,2026-01-05,2026-01-20,0,,Delivered
45100177,00010,NSN-6114-769883,Inertial measurement unit,100083,Artemis-3,Routine,13,SET,461359.35,5997671.53,USD,2025-11-28,2025-11-09,2026-06-04,188,X,Delivered
45100178,00010,NSN-8722-742865,Li-ion battery module,100009,Gateway,Essential,32,EA,2171690.95,69494110.47,USD,2026-07-03,2026-01-12,2026-07-03,0,,Open
45100179,00010,NSN-4452-497859,Inertial measurement unit,100102,Moon-Base,Essential,25,EA,1659143.16,41478578.9,USD,2026-06-20,2026-02-03,2026-09-08,80,,Open-Late
45100180,00010,NSN-8444-772464,Solar array wing,100070,Artemis-3,Essential,25,EA,507560.92,12689022.91,USD,2026-08-14,2026-05-27,2026-08-14,0,,Open
45100181,00010,NSN-9773-820442,Ground command toolkit,100098,SR1-Freedom,Routine,23,EA,304677.78,7007588.96,USD,2026-03-17,2026-02-08,2026-03-17,0,,Delivered
45100182,00010,NSN-6179-258290,Rad-hard memory array,100083,Artemis-3,Essential,25,EA,1577979.15,39449478.78,USD,2026-10-31,2026-05-26,2026-10-31,0,,Open
45100183,00010,NSN-3776-806765,Ablative TPS tile,100080,Artemis-3,Critical,2,EA,6502011.76,13004023.51,USD,2026-11-25,2026-03-28,2026-11-25,0,,Open
45100184,00010,NSN-4113-877493,Heat-pipe radiator panel,100103,Moon-Base,Critical,17,EA,3553742.72,60413626.2,USD,2026-12-03,2025-12-03,2026-12-03,0,,Open
45100185,00010,NSN-9022-255813,Power distribution unit,100014,EGS-Ground,Essential,6,EA,1081874.32,6491245.92,USD,2026-07-25,2026-03-14,2026-07-25,0,,Open
45100186,00010,NSN-1726-469412,Titanium thrust bracket,100066,Moon-Base,Essential,13,EA,2005451.6,26070870.84,USD,2026-10-23,2026-05-13,2026-10-23,0,,Open
45100187,00010,NSN-8474-457411,MLI blanket set,100064,EGS-Ground,Essential,35,LOT,2219555.75,77684451.25,USD,2026-06-28,2026-03-18,2026-06-28,0,,Open
45100188,00010,NSN-9674-484774,Composite interstage panel,100063,Moon-Base,Essential,7,SET,1478481.58,10349371.05,USD,2026-06-28,2026-03-12,2026-06-28,0,,Open
45100189,00010,NSN-5135-737894,MLI blanket set,100095,Artemis-3,Routine,14,EA,310619.19,4348668.69,USD,2026-06-30,2026-05-27,2026-06-30,0,,Open
45100190,00010,NSN-8933-920685,Power distribution unit,100104,Gateway,Critical,32,EA,4826671.47,154453487.03,USD,2026-06-06,2025-10-01,2026-09-18,104,,Open-Late
45100191,00010,NSN-5308-971889,MLI blanket set,100093,Artemis-3,Essential,28,LOT,388750.28,10885007.88,USD,2026-03-29,2025-11-13,2026-04-26,28,,Delivered
45100192,00010,NSN-8365-720970,MLI blanket set,100064,SR1-Freedom,Essential,8,LOT,1400605.48,11204843.86,USD,2026-05-03,2026-01-24,2026-05-03,0,,Delivered
45100193,00010,NSN-6993-441819,Titanium thrust bracket,100056,EGS-Ground,Critical,13,EA,7637437.39,99286686.1,USD,2026-06-02,2025-12-06,2026-06-02,0,,Delivered
45100194,00010,NSN-3363-308727,Space-grade DC-DC converter,100111,SR1-Freedom,Essential,11,EA,341646.56,3758112.14,USD,2026-04-12,2025-10-21,2026-04-12,0,,Delivered
45100195,00010,NSN-7358-592489,Rad-hard memory array,100003,SR1-Freedom,Routine,38,LOT,493656.99,18758965.56,USD,2026-01-17,2025-11-30,2026-01-17,0,,Delivered
45100196,00010,NSN-2013-572407,Al-Li dome gore,100034,Moon-Base,Critical,1,SET,274563.47,274563.47,USD,2027-01-09,2026-03-20,2027-01-09,0,,Open
45100197,00010,NSN-3079-316174,Cryo transfer line,100101,Moon-Base,Critical,1,LOT,8206984.9,8206984.9,USD,2026-09-20,2026-01-05,2026-09-20,0,,Open
45100198,00010,NSN-6902-980764,Flight software license,100060,SR1-Freedom,Essential,22,EA,1963959.17,43207101.68,USD,2026-05-20,2026-03-04,2026-05-20,0,,Delivered
45100199,00010,NSN-7349-536801,Telemetry decoder,100106,Artemis-3,Routine,16,SET,169686.29,2714980.67,USD,2026-06-05,2026-05-29,2026-06-05,0,,Delivered
45100200,00010,NSN-7698-479867,Connector backshell,100111,Gateway,Critical,22,LOT,4407312.16,96960867.63,USD,2027-03-29,2026-04-25,2027-05-31,63,,Open-Late
45100201,00010,NSN-7868-744793,Flight computer module,100003,SR1-Freedom,Routine,39,SET,509955.8,19888276.09,USD,2025-11-21,2025-11-01,2025-11-21,0,,Delivered
45100202,00010,NSN-6536-722886,Cryo valve assembly,100079,Moon-Base,Routine,24,SET,485714.95,11657158.78,USD,2026-02-27,2026-01-24,2026-02-27,0,,Delivered
45100203,00010,NSN-7579-629208,Titanium thrust bracket,100084,EGS-Ground,Essential,13,EA,2935764.75,38164941.7,USD,2026-03-08,2025-10-01,2026-03-08,0,,Delivered
45100204,00010,NSN-4846-761820,Turbopump impeller,100081,Gateway,Routine,24,EA,834480.61,20027534.53,USD,2026-07-05,2026-05-12,2026-10-21,108,,Open-Late
45100205,00010,NSN-9614-361250,Heat-pipe radiator panel,100077,Artemis-3,Essential,32,SET,1225573.82,39218362.32,USD,2026-03-01,2026-01-11,2026-03-01,0,,Delivered
45100206,00010,NSN-8842-583646,Connector backshell,100054,Moon-Base,Routine,7,SET,437819.52,3064736.66,USD,2026-05-21,2026-04-06,2026-05-21,0,,Delivered
45100207,00010,NSN-8187-355479,Al-Li dome gore,100112,EGS-Ground,Routine,37,EA,266539.3,9861954.25,USD,2026-05-02,2026-04-19,2026-05-02,0,,Delivered
45100208,00010,NSN-3339-989894,Flight computer module,100038,Moon-Base,Essential,36,EA,2402282.4,86482166.46,USD,2026-07-04,2026-05-12,2026-07-04,0,,Open
45100209,00010,NSN-3444-574978,Composite interstage panel,100057,Artemis-3,Essential,35,EA,847553.6,29664376.06,USD,2026-05-09,2025-12-01,2026-06-04,26,,Delivered
45100210,00010,NSN-9674-484774,Composite interstage panel,100063,Moon-Base,Essential,7,SET,1517093.9,10619657.33,USD,2026-05-08,2026-01-20,2026-09-28,143,X,Open-Late
45100211,00010,NSN-7112-114760,Heat-pipe radiator panel,100049,SR1-Freedom,Routine,15,EA,533350.22,8000253.3,USD,2026-04-11,2026-04-03,2026-06-15,65,,Open-Late
45100212,00010,NSN-7135-501058,Telemetry decoder,100107,EGS-Ground,Essential,35,EA,379875.86,13295655.06,USD,2026-07-31,2026-03-12,2026-07-31,0,,Open
45100213,00010,NSN-2226-720647,Ground command toolkit,100119,Artemis-3,Essential,37,SET,2170127.23,80294707.66,USD,2026-07-02,2026-04-15,2026-07-02,0,,Open
45100214,00010,NSN-7631-990136,Flight software license,100049,Artemis-3,Routine,36,EA,235474.84,8477094.23,USD,2026-06-05,2026-05-08,2026-06-05,0,,Delivered
45100215,00010,NSN-3443-194458,Pad water deluge nozzle,100011,Moon-Base,Routine,8,EA,330890.11,2647120.92,USD,2025-11-15,2025-10-23,2025-11-15,0,,Delivered
45100216,00010,NSN-9734-458955,Mobile launcher umbilical,100102,Artemis-3,Essential,37,EA,1537491.39,56887181.52,USD,2026-06-20,2026-01-03,2026-08-04,45,,Open-Late
45100217,00010,NSN-2169-162535,Composite interstage panel,100039,Gateway,Critical,4,SET,6420102.63,25680410.52,USD,2026-12-03,2026-03-01,2026-12-03,0,,Open
45100218,00010,NSN-9276-267112,Combustion chamber liner,100098,Moon-Base,Essential,24,EA,2389414.93,57345958.32,USD,2026-09-18,2026-04-23,2026-09-18,0,,Open
45100219,00010,NSN-6038-208998,Flight software license,100091,Moon-Base,Critical,7,EA,5074091.33,35518639.28,USD,2026-09-08,2026-01-10,2026-12-31,114,,Open-Late
45100220,00010,NSN-2037-374320,RAD-hard FPGA board,100107,EGS-Ground,Routine,15,EA,542401.52,8136022.87,USD,2026-04-02,2026-02-05,2026-04-02,0,,Delivered
45100221,00010,NSN-3417-926952,Space-grade DC-DC converter,100076,EGS-Ground,Routine,21,EA,187217.44,3931566.3,USD,2026-01-04,2025-12-19,2026-01-04,0,,Delivered
45100222,00010,NSN-3630-996677,Space-grade DC-DC converter,100037,SR1-Freedom,Essential,31,EA,2349066.68,72821067.22,USD,2026-09-01,2026-03-11,2026-09-01,0,,Open
45100223,00010,NSN-8081-997904,Ablative TPS tile,100007,Moon-Base,Essential,22,EA,1218748.56,26812468.38,USD,2026-01-31,2025-11-09,2026-01-31,0,,Delivered
45100224,00010,NSN-6211-574751,Connector backshell,100089,SR1-Freedom,Essential,4,EA,416102.33,1664409.3,USD,2026-08-29,2026-05-25,2026-08-29,0,,Open
45100225,00010,NSN-5664-779956,Li-ion battery module,100047,Moon-Base,Routine,20,EA,127812.97,2556259.43,USD,2026-05-16,2026-04-27,2026-05-16,0,,Delivered
45100226,00010,NSN-9770-399102,Composite interstage panel,100029,SR1-Freedom,Critical,26,EA,360125.34,9363258.72,USD,2026-07-23,2025-12-26,2026-09-26,65,,Open-Late
45100227,00010,NSN-7467-362035,Ground command toolkit,100085,SR1-Freedom,Critical,5,EA,3873537.76,19367688.82,USD,2026-12-29,2026-02-13,2026-12-29,0,,Open
45100228,00010,NSN-9770-399102,Composite interstage panel,100029,SR1-Freedom,Critical,26,EA,371823.36,9667407.42,USD,2026-05-22,2025-10-25,2026-08-31,101,,Open-Late
45100229,00010,NSN-8538-972442,Composite interstage panel,100063,Moon-Base,Routine,20,SET,344644.51,6892890.23,USD,2026-03-01,2026-01-26,2026-03-01,0,,Delivered
45100230,00010,NSN-6640-193624,Ground command toolkit,100037,SR1-Freedom,Essential,10,LOT,1068420.51,10684205.15,USD,2026-04-20,2025-11-23,2026-04-20,0,,Delivered
45100231,00010,NSN-1224-679077,Li-ion battery module,100091,Moon-Base,Essential,24,EA,1463972.68,35135344.43,USD,2026-06-17,2026-04-04,2026-06-17,0,,Open
45100232,00010,NSN-5637-499152,Rad-hard memory array,100048,EGS-Ground,Essential,28,SET,2060536.38,57695018.64,USD,2026-07-24,2026-03-23,2026-07-24,0,,Open
45100233,00010,NSN-8464-425469,Turbopump impeller,100038,Moon-Base,Routine,12,LOT,715376.01,8584512.08,USD,2025-11-04,2025-10-14,2026-01-13,70,,Delivered
45100234,00010,NSN-8692-898625,Combustion chamber liner,100080,SR1-Freedom,Routine,26,EA,424419.97,11034919.21,USD,2025-12-29,2025-12-02,2026-02-02,35,,Delivered
45100235,00010,NSN-2865-691240,Connector backshell,100083,SR1-Freedom,Critical,25,SET,8080180.22,202004505.59,USD,2027-05-21,2026-04-17,2027-05-21,0,,Open
45100236,00010,NSN-6434-938373,MLI blanket set,100110,SR1-Freedom,Routine,25,SET,229987.7,5749692.5,USD,2025-12-26,2025-12-10,2025-12-26,0,,Delivered
45100237,00010,NSN-5735-839142,Solar array wing,100010,EGS-Ground,Critical,8,EA,6853814.3,54830514.43,USD,2027-02-08,2026-02-03,2027-02-08,0,,Open
45100238,00010,NSN-4277-293757,Heat-pipe radiator panel,100073,Artemis-3,Routine,31,EA,788098.03,24431038.82,USD,2025-12-26,2025-12-10,2025-12-26,0,,Delivered
45100239,00010,NSN-1431-908382,RAD-hard FPGA board,100061,Moon-Base,Essential,28,SET,194511.44,5446320.32,USD,2026-02-25,2025-12-16,2026-02-25,0,,Delivered
45100240,00010,NSN-7305-824304,Combustion chamber liner,100023,EGS-Ground,Essential,26,EA,1608553.37,41822387.71,USD,2026-08-25,2026-04-27,2026-08-25,0,,Open
45100241,00010,NSN-3234-579975,Rad-hard memory array,100062,Moon-Base,Routine,5,LOT,28614.02,143070.08,USD,2026-03-01,2026-02-10,2026-03-01,0,,Delivered
45100242,00010,NSN-8444-772464,Solar array wing,100070,Artemis-3,Essential,14,EA,535034.59,7490484.2,USD,2026-06-05,2026-03-18,2026-06-05,0,,Delivered
45100243,00010,NSN-6620-779445,Flight computer module,100000,EGS-Ground,Critical,36,LOT,1135421.84,40875186.17,USD,2026-08-15,2026-01-23,2026-08-15,0,,Open
45100244,00010,NSN-1894-921875,Li-ion battery module,100083,Moon-Base,Routine,11,LOT,341829.36,3760122.97,USD,2025-11-23,2025-10-23,2025-11-23,0,,Delivered
45100245,00010,NSN-8444-772464,Solar array wing,100070,Artemis-3,Essential,33,EA,505325.52,16675742.11,USD,2026-03-05,2025-12-16,2026-03-05,0,,Delivered
45100246,00010,NSN-5334-926097,Heat-pipe radiator panel,100031,Moon-Base,Routine,20,EA,570251.59,11405031.72,USD,2025-10-26,2025-10-12,2025-10-26,0,,Delivered
45100247,00010,NSN-1083-538065,Al-Li dome gore,100061,SR1-Freedom,Routine,29,SET,345779.57,10027607.58,USD,2025-12-28,2025-11-05,2025-12-28,0,,Delivered
45100248,00010,NSN-9706-627778,Flight computer module,100087,EGS-Ground,Routine,39,EA,457843.27,17855887.59,USD,2026-04-05,2026-02-15,2026-04-05,0,,Delivered
45100249,00010,NSN-3535-788637,MLI blanket set,100030,SR1-Freedom,Essential,3,LOT,2354775.76,7064327.27,USD,2026-04-01,2025-11-18,2026-07-24,114,,Open-Late
45100250,00010,NSN-2840-867180,Connector backshell,100027,SR1-Freedom,Essential,38,SET,807057.09,30668169.44,USD,2026-03-21,2025-12-31,2026-03-21,0,,Delivered
45100251,00010,NSN-9743-416208,Composite interstage panel,100032,Gateway,Critical,17,EA,7373515.75,125349767.69,USD,2026-05-18,2026-01-06,2026-05-18,0,,Delivered
45100252,00010,NSN-2404-800596,Cryo valve assembly,100086,Moon-Base,Essential,28,SET,1279844.65,35835650.08,USD,2026-10-26,2026-05-29,2026-10-26,0,,Open
45100253,00010,NSN-5135-737894,MLI blanket set,100081,Artemis-3,Routine,13,EA,408713.12,5313270.58,USD,2026-05-05,2026-04-01,2026-05-05,0,,Delivered
45100254,00010,NSN-2404-909676,Ground command toolkit,100053,Moon-Base,Essential,10,EA,863699.55,8636995.55,USD,2026-02-21,2025-12-20,2026-02-21,0,,Delivered
45100255,00010,NSN-5831-121053,Flight computer module,100009,Gateway,Essential,18,EA,419437.63,7549877.28,USD,2026-01-03,2025-11-01,2026-01-03,0,,Delivered
45100256,00010,NSN-3234-883028,Ablative TPS tile,100081,Artemis-3,Essential,6,EA,1610665.42,9663992.53,USD,2026-05-01,2026-01-01,2026-05-01,0,,Delivered
45100257,00010,NSN-8635-429287,Mobile launcher umbilical,100035,Gateway,Essential,1,EA,795942.86,795942.86,USD,2026-03-11,2025-10-26,2026-03-11,0,,Delivered
45100258,00010,NSN-6055-621530,Mobile launcher umbilical,100100,Moon-Base,Critical,8,EA,4839438.23,38715505.83,USD,2026-10-01,2025-11-14,2026-10-01,0,,Open
45100259,00010,NSN-8889-824038,Cryo valve assembly,100012,SR1-Freedom,Critical,34,LOT,4290607.92,145880669.23,USD,2027-01-22,2025-12-29,2027-01-22,0,,Open
45100260,00010,NSN-1674-965322,Connector backshell,100114,Artemis-3,Routine,4,LOT,470408.69,1881634.75,USD,2025-12-31,2025-11-13,2025-12-31,0,,Delivered
45100261,00010,NSN-3784-706204,Al-Li dome gore,100026,Gateway,Routine,36,EA,716047.15,25777697.35,USD,2026-04-04,2026-03-02,2026-04-04,0,,Delivered
45100262,00010,NSN-2730-690016,Combustion chamber liner,100026,Gateway,Routine,1,LOT,463716.76,463716.76,USD,2026-04-27,2026-03-25,2026-04-27,0,,Delivered
45100263,00010,NSN-2577-571706,Pad water deluge nozzle,100098,EGS-Ground,Routine,37,EA,867370.53,32092709.44,USD,2026-05-07,2026-04-07,2026-09-06,122,,Open-Late
45100264,00010,NSN-1877-206176,Al-Li dome gore,100086,EGS-Ground,Essential,39,EA,825897.3,32209994.73,USD,2026-06-14,2026-01-16,2026-06-14,0,,Open
45100265,00010,NSN-9558-221462,Ground command toolkit,100003,SR1-Freedom,Critical,33,EA,890858.23,29398321.46,USD,2026-05-04,2025-12-13,2026-07-02,59,,Open-Late
45100266,00010,NSN-2551-584487,Ablative TPS tile,100039,Moon-Base,Critical,6,SET,913621.97,5481731.83,USD,2026-06-27,2025-12-18,2026-06-27,0,,Open
45100267,00010,NSN-1266-474440,Power distribution unit,100009,SR1-Freedom,Routine,16,EA,578663.97,9258623.52,USD,2025-12-16,2025-10-24,2025-12-28,12,,Delivered
45100268,00010,NSN-5267-164401,Li-ion battery module,100103,Artemis-3,Essential,1,LOT,1916604.47,1916604.47,USD,2026-04-15,2026-01-17,2026-04-15,0,,Delivered
45100269,00010,NSN-1860-275741,Cryo valve assembly,100065,EGS-Ground,Essential,35,SET,712112.1,24923923.6,USD,2026-07-28,2026-03-28,2026-08-03,6,,Open-Late
45100270,00010,NSN-7770-156837,Cryo transfer line,100091,SR1-Freedom,Critical,28,LOT,1905718.32,53360112.83,USD,2027-01-28,2026-03-29,2027-01-28,0,,Open
45100271,00010,NSN-6336-341238,Ablative TPS tile,100087,Gateway,Routine,39,SET,741203.77,28906947.13,USD,2025-10-24,2025-10-11,2025-10-24,0,,Delivered
45100272,00010,NSN-9686-200331,Combustion chamber liner,100115,Moon-Base,Essential,15,EA,707522.7,10612840.45,USD,2026-05-07,2025-11-14,2026-08-27,112,,Open-Late
45100273,00010,NSN-5186-403507,Titanium thrust bracket,100054,Moon-Base,Essential,32,LOT,394148.55,12612753.68,USD,2026-06-27,2026-01-06,2026-11-03,129,,Open-Late
45100274,00010,NSN-1877-206176,Al-Li dome gore,100106,EGS-Ground,Essential,35,EA,666397.67,23323918.3,USD,2026-10-02,2026-05-06,2026-10-02,0,,Open
45100275,00010,NSN-6615-291752,Rad-hard memory array,100064,Gateway,Critical,17,EA,5856021.91,99552372.4,USD,2026-10-14,2025-11-24,2027-01-07,85,,Open-Late
45100276,00010,NSN-4072-226611,Ablative TPS tile,100090,Artemis-3,Routine,33,SET,98037.88,3235249.95,USD,2026-06-05,2026-04-30,2026-06-05,0,,Delivered
45100277,00010,NSN-8444-634160,Composite interstage panel,100108,Moon-Base,Essential,4,EA,1087358.24,4349432.97,USD,2026-05-23,2025-12-31,2026-07-25,63,,Open-Late
45100278,00010,NSN-7690-449499,Rad-hard memory array,100044,Gateway,Essential,12,SET,772693.91,9272326.96,USD,2026-04-07,2026-01-11,2026-04-07,0,,Delivered
45100279,00010,NSN-2353-862400,Solar array wing,100067,Artemis-3,Essential,33,EA,231587.14,7642375.64,USD,2026-08-18,2026-05-19,2026-09-07,20,,Open-Late
45100280,00010,NSN-4891-200575,Li-ion battery module,100011,Artemis-3,Critical,15,EA,35234.65,528519.68,USD,2027-03-17,2026-01-29,2027-04-29,43,,Open-Late
45100281,00010,NSN-8452-586288,Inertial measurement unit,100053,Gateway,Routine,18,EA,556329.75,10013935.59,USD,2025-12-24,2025-10-28,2025-12-24,0,,Delivered
45100282,00010,NSN-5009-876513,Flight computer module,100045,SR1-Freedom,Critical,28,EA,986987.37,27635646.37,USD,2026-09-11,2025-10-02,2027-01-05,116,,Open-Late
45100283,00010,NSN-3017-484398,Titanium thrust bracket,100005,EGS-Ground,Routine,9,LOT,425801.4,3832212.57,USD,2026-02-26,2026-01-10,2026-02-26,0,,Delivered
45100284,00010,NSN-3035-999312,Flight computer module,100099,Moon-Base,Critical,31,EA,7087058.21,219698804.65,USD,2027-03-08,2026-03-20,2027-03-08,0,,Open
45100285,00010,NSN-8944-289592,Ablative TPS tile,100102,EGS-Ground,Routine,9,EA,728447.34,6556026.06,USD,2026-01-04,2025-12-23,2026-01-04,0,,Delivered
45100286,00010,NSN-9574-954987,Inertial measurement unit,100016,EGS-Ground,Routine,8,SET,6410.89,51287.1,USD,2025-11-22,2025-10-28,2025-11-22,0,,Delivered
45100287,00010,NSN-4912-699573,Heat-pipe radiator panel,100098,Gateway,Essential,16,SET,2189352.85,35029645.66,USD,2025-12-09,2025-10-14,2025-12-09,0,,Delivered
